export_proposal_id,export_proposal_reference,export_proposal_title,export_proposal_link,export_proposal_votes_id,export_proposal_votes_ranking,export_proposal_votes_published_at,export_proposal_votes_anonymous,export_proposal_votes_author_id
proposal2,1-2,"Rénovation du gymnase",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/renovation-du-gymnase,1000,1,"2015-03-01 00:00:01",Non,userAdmin
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1001,1,"2017-02-01 00:04:00",Non,userAdmin
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1002,1,"2017-02-01 00:05:00",Non,user5
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1003,1,"2017-02-01 00:06:00",Non,user6
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1004,1,"2017-02-01 00:07:00",Non,user7
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1005,1,"2017-02-01 00:08:00",Non,user8
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1006,1,"2017-02-01 00:09:00",Non,user9
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1007,1,"2017-02-01 00:10:00",Non,user10
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1008,1,"2017-02-01 00:11:00",Non,user11
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1009,1,"2017-02-01 00:12:00",Non,user12
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1010,1,"2017-02-01 00:13:00",Non,user13
proposal3,1-3,"Installation de bancs sur la place de la mairie",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/installation-de-bancs-sur-la-place-de-la-mairie,1011,1,"2017-02-01 00:14:00",Non,user14
