export_contribution_type,export_proposal_id,export_proposal_published_at,export_proposal_reference,export_proposal_title,export_proposal_summary,export_proposal_description,export_proposal_author_id,export_proposal_votes_total_count,export_proposal_votes_digital_count,export_proposal_votes_paper_count,export_proposal_votes_total_points_count,export_proposal_votes_digital_points_count,export_proposal_votes_paper_points_count,export_proposal_category_name,export_proposal_theme_title,export_proposal_formatted_address,export_proposal_address_lat,export_proposal_address_lng,export_proposal_district_name,"Zone d’impact","Je souhaite...","Grand Projet","Informations complémentaires sur mon projet","Date prévisionnelle de début de projet","Date prévisionnelle de fin de projet","Montant total du projet","Montant de la subvention sollicitée","Informations sur le porteur de projet","N° du dossier MesDémarches","Je suis...","Raison sociale du porteur de projet","Projet local","Bénéfices environnementaux attendus pour les Franciliens","Plan de financement","Justificatif des dépenses estimées","Avez-vous un numéro SIRET ? (Pour les associations)","Numéro SIRET","Raison sociale","Adresse du siège social","Prénom et Nom du représentant légal","Qualité du représentant légal","Avis de situation SIREN","Composition du conseil d'administration et du bureau","Statuts en vigueur datés et signés","RIB au nom de la raison sociale et à l'adresse du siège social","Charte régionale des valeurs de la République et de la laïcité signée par le représentant légal","Avez-vous un numéro RNA (ou WALDEC pour les associations créées avant 2010)","Numéro RNA (ou WALDEC pour les associations créées avant 2010)","Récépissé de la déclaration en préfecture (greffe des associations)","Prénom & nom du représentant légal","Attestation de régularité fiscale de moins de 3 mois","Attestation de régularité sociale de moins de 3 mois","Chiffres d'affaires comptable","Extrait KBIS",export_proposal_estimation,export_proposal_illustration,export_proposal_link,export_proposal_status_name,export_proposal_created_at,export_proposal_updated_at,export_proposal_publication_status,export_proposal_undraft_at,export_proposal_trashed_at,export_proposal_trashed_reason,export_proposal_author_username,export_proposal_author_is_email_confirmed,export_proposal_author_email,export_proposal_author_user_type_id,export_proposal_author_user_type_name,export_proposal_official_response,export_proposal_votes_id,export_proposal_votes_ranking,export_proposal_votes_created_at,export_proposal_votes_published_at,export_proposal_votes_published,export_proposal_votes_accounted,export_proposal_votes_anonymous,export_proposal_votes_author_id,export_proposal_votes_author_username,export_proposal_votes_author_is_email_confirmed,export_proposal_votes_author_is_phone_confirmed,export_proposal_votes_author_user_type_id,export_proposal_votes_author_user_type_name,export_proposal_comments_id,export_proposal_comments_body,export_proposal_comments_created_at,export_proposal_comments_published_at,export_proposal_comments_updated_at,export_proposal_comments_author_id,export_proposal_comments_author_username,export_proposal_comments_author_is_email_confirmed,export_proposal_comments_author_user_type_id,export_proposal_comments_author_user_type_name,export_proposal_comments_author_email,export_proposal_comments_pinned,export_proposal_comments_publication_status,export_proposal_comments_vote_id,export_proposal_comments_vote_created_at,export_proposal_comments_vote_published_at,export_proposal_comments_vote_author_id,export_proposal_comments_vote_author_username,export_proposal_comments_vote_author_is_email_confirmed,export_proposal_comments_vote_author_user_type_id,export_proposal_comments_vote_author_user_type_name,export_proposal_news_id,export_proposal_news_title,export_proposal_news_themes,export_proposal_news_linked_projects,export_proposal_news_linked_proposal,export_proposal_news_created_at,export_proposal_news_updated_at,export_proposal_news_published_at,export_proposal_news_publication_status,export_proposal_news_commentable,export_proposal_news_displayed_on_blog,export_proposal_news_authors_id,export_proposal_news_authors_username,export_proposal_news_authors_is_email_confirmed,export_proposal_news_authors_user_type_id,export_proposal_news_authors_user_type_name,export_proposal_news_comments_id,export_proposal_news_comments_body,export_proposal_news_comments_parent,export_proposal_news_comments_created_at,export_proposal_news_comments_published_at,export_proposal_news_comments_updated_at,export_proposal_news_comments_author_id,export_proposal_news_comments_author_username,export_proposal_news_comments_author_is_email_confirmed,export_proposal_news_comments_author_user_type_id,export_proposal_news_comments_author_user_type_name,export_proposal_news_comments_author_email,export_proposal_news_comments_pinned,export_proposal_news_comments_publication_status,export_proposal_news_comments_vote_id,export_proposal_news_comments_vote_created_at,export_proposal_news_comments_vote_published_at,export_proposal_news_comments_vote_author_id,export_proposal_news_comments_vote_author_username,export_proposal_news_comments_vote_author_is_email_confirmed,export_proposal_news_comments_vote_author_user_type_id,export_proposal_news_comments_vote_author_user_type_name,export_proposal_news_comments_reportings_id,export_proposal_news_comments_reportings_created_at,export_proposal_news_comments_reportings_author_id,export_proposal_news_comments_reportings_author_username,export_proposal_news_comments_reportings_author_is_email_confirmed,export_proposal_news_comments_reportings_author_user_type_id,export_proposal_news_comments_reportings_author_user_type_name,export_proposal_reportings_id,export_proposal_reportings_body,export_proposal_reportings_created_at,export_proposal_reportings_author_id,export_proposal_reportings_author_username,export_proposal_reportings_author_is_email_confirmed,export_proposal_reportings_author_user_type_id,export_proposal_reportings_author_user_type_name
export_contribution_type_proposal,proposalIdf1,"2020-02-01 00:00:01","""18-1""","Mon grand projet",,"Je ne crois pas qu'il y ai de petit ou de moyen projet.",userKiroule,0,0,0,0,0,0,,,,,,,,"Renseigner la présentation de mon Grand Projet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-idf/collect/collecte-des-projets-idf-privee/proposals/mon-grand-projet?_locale=fr-FR,"Nouveau projet","2020-02-01 00:00:01","2020-02-01 00:00:01",export_proposal_publication_status_published,"2020-02-01 00:00:01",,,ptondereau,Oui,pierre@cap-collectif.com,1,Citoyen,"Félicitations, cette proposition respecte tous nos critères et peut donc passer au vote.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalIdf2,"2020-02-01 00:00:02","""18-2""","Mon projet local en tant qu'entreprise",,"Plus de frites à la cantine.",userJean,0,0,0,0,0,0,"Espaces verts et biodiversité",,,,,"Val de marne (94)",,"Déposer un Projet Local",,,,,,,,,"Une association",,,,,,"J’ai un numéro SIRET",,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-idf/collect/collecte-des-projets-idf-privee/proposals/mon-projet-local-en-tant-quentreprise?_locale=fr-FR,"Nouveau projet","2020-02-01 00:00:02","2020-02-01 00:00:02",export_proposal_publication_status_published,"2020-02-01 00:00:02",,,Juan,Oui,jean@cap-collectif.com,1,Citoyen,"On réfléchit encore !",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalIdf3,"2020-02-01 00:00:03","""18-3""","Mon projet local en tant qu'association avec SIRET",,"Faire une boite à dons.",userIan,0,0,0,0,0,0,"Espaces verts et biodiversité",,,,,"Toute la région",,"Déposer un Projet Local",,,,,,,,,"Une entreprise",,,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-idf/collect/collecte-des-projets-idf-privee/proposals/mon-projet-local-en-tant-quassociation-avec-siret?_locale=fr-FR,"Nouveau projet","2020-02-01 00:00:03","2020-02-01 00:00:03",export_proposal_publication_status_published,"2020-02-01 00:00:03",,,"Ian apprenti DevOps",Oui,ian@cap-collectif.com,,,"Déso, on en veut pas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalIdf4,"2020-02-01 00:00:04","""18-4""","Mon projet local en tant qu'association avec RNA",,"Des stationnements à vélo pluriels partout dans la ville !",userIan,0,0,0,0,0,0,"Propreté, prévention et gestion des déchets, économie circulaire",,,,,"Toute la région",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-idf/collect/collecte-des-projets-idf-privee/proposals/mon-projet-local-en-tant-quassociation-avec-rna?_locale=fr-FR,"Nouveau projet","2020-02-01 00:00:04","2020-02-01 00:00:04",export_proposal_publication_status_published,"2020-02-01 00:00:04",,,"Ian apprenti DevOps",Oui,ian@cap-collectif.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_news,proposalIdf4,"2020-02-01 00:00:04","""18-4""","Mon projet local en tant qu'association avec RNA",,"Des stationnements à vélo pluriels partout dans la ville !",userIan,0,0,0,0,0,0,"Propreté, prévention et gestion des déchets, économie circulaire",,,,,"Toute la région",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-idf/collect/collecte-des-projets-idf-privee/proposals/mon-projet-local-en-tant-quassociation-avec-rna?_locale=fr-FR,"Nouveau projet","2020-02-01 00:00:04","2020-02-01 00:00:04",export_proposal_publication_status_published,"2020-02-01 00:00:04",,,"Ian apprenti DevOps",Oui,ian@cap-collectif.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post18,"Post de welcomatic sur sa proposition",,"Budget Participatif IdF","Mon projet local en tant qu'association avec RNA","2021-01-08 00:00:00","2021-01-08 00:00:00","2021-01-08 00:00:00",Publié,Oui,Non,postAuthor22,ptondereau,Oui,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_news,proposalIdf4,"2020-02-01 00:00:04","""18-4""","Mon projet local en tant qu'association avec RNA",,"Des stationnements à vélo pluriels partout dans la ville !",userIan,0,0,0,0,0,0,"Propreté, prévention et gestion des déchets, économie circulaire",,,,,"Toute la région",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-idf/collect/collecte-des-projets-idf-privee/proposals/mon-projet-local-en-tant-quassociation-avec-rna?_locale=fr-FR,"Nouveau projet","2020-02-01 00:00:04","2020-02-01 00:00:04",export_proposal_publication_status_published,"2020-02-01 00:00:04",,,"Ian apprenti DevOps",Oui,ian@cap-collectif.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post21,"Mon premier article",,"Budget Participatif IdF","Mon projet local en tant qu'association avec RNA","2021-01-08 00:00:00","2021-01-08 00:00:00","2021-01-08 00:00:00",Publié,Oui,Non,postAuthor25,"Ian apprenti DevOps",Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalIdf5,"2020-02-01 00:00:05","""18-5""","Mon projet local en tant qu'association sans SIRET ni RNA",,"Végétalisons les champs libres !",userIan,0,0,0,0,0,0,"Propreté, prévention et gestion des déchets, économie circulaire",,,,,"Toute la région",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-idf/collect/collecte-des-projets-idf-privee/proposals/mon-projet-local-en-tant-quassociation-sans-siret-ni-rna?_locale=fr-FR,"Nouveau projet","2020-02-01 00:00:05","2020-02-01 00:00:05",export_proposal_publication_status_published,"2020-02-01 00:00:05",,,"Ian apprenti DevOps",Oui,ian@cap-collectif.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_news,proposalIdf5,"2020-02-01 00:00:05","""18-5""","Mon projet local en tant qu'association sans SIRET ni RNA",,"Végétalisons les champs libres !",userIan,0,0,0,0,0,0,"Propreté, prévention et gestion des déchets, économie circulaire",,,,,"Toute la région",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-idf/collect/collecte-des-projets-idf-privee/proposals/mon-projet-local-en-tant-quassociation-sans-siret-ni-rna?_locale=fr-FR,"Nouveau projet","2020-02-01 00:00:05","2020-02-01 00:00:05",export_proposal_publication_status_published,"2020-02-01 00:00:05",,,"Ian apprenti DevOps",Oui,ian@cap-collectif.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post17,"Post d'un utilisateur sur sa proposition",,"Budget Participatif IdF","Mon projet local en tant qu'association sans SIRET ni RNA","2021-01-08 00:00:00","2021-01-08 00:00:00","2021-01-08 00:00:00",Publié,Oui,Non,postAuthor21,"Ian apprenti DevOps",Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal_news,proposalIdf5,"2020-02-01 00:00:05","""18-5""","Mon projet local en tant qu'association sans SIRET ni RNA",,"Végétalisons les champs libres !",userIan,0,0,0,0,0,0,"Propreté, prévention et gestion des déchets, économie circulaire",,,,,"Toute la région",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-idf/collect/collecte-des-projets-idf-privee/proposals/mon-projet-local-en-tant-quassociation-sans-siret-ni-rna?_locale=fr-FR,"Nouveau projet","2020-02-01 00:00:05","2020-02-01 00:00:05",export_proposal_publication_status_published,"2020-02-01 00:00:05",,,"Ian apprenti DevOps",Oui,ian@cap-collectif.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,post19,"Post de user4 sur sa proposition",,"Budget Participatif IdF","Mon projet local en tant qu'association sans SIRET ni RNA","2021-01-08 00:00:00","2021-01-08 00:00:00","2021-01-08 00:00:00",Publié,Oui,Non,postAuthor23,ptondereau,Oui,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalIdf6,"2020-02-01 00:00:06","""18-6""","Mon projet local en tant qu'organisme public",,"Préserver la biodiversité ordinaire de nos quartiers…",userJean,0,0,0,0,0,0,"Propreté, prévention et gestion des déchets, économie circulaire",,,,,"Val de marne (94)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-idf/collect/collecte-des-projets-idf-privee/proposals/mon-projet-local-en-tant-quorganisme-public?_locale=fr-FR,"Nouveau projet","2020-02-01 00:00:06","2020-02-01 00:00:06",export_proposal_publication_status_published,"2020-02-01 00:00:06",,,Juan,Oui,jean@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
